rank,key,canonical,n_papers,papers,sample_reference
1048,helen_2009,Helen (2009),1,heaton_social_2023,[55] Helen Nissenbaum. 2009. Privacy in context. In Privacy in Context. Stanford University Press.
1049,hendershott_2011,Hendershott (2011),1,kormylo_till_2025,"Hendershott, T., Jones, C. M., and Menkveld, A. J. 2011. ""Does Algorithmic Trading Improve Liquidity?,"" The Journal of Finance (66:1), pp. 1-33."
1050,hendershott_2021,Hendershott (2021),1,kormylo_till_2025,"Hendershott, T., Zhang, X., Zhao, J. L., and Zheng, Z. 2021. ""Fintech as a Game Changer: Overview of Research Frontiers,"" Information Systems Research (32:1), pp. 1-17."
1051,henrich_2005,Henrich (2005),1,tontrup_strategic_2025,"Henrich, J., Boyd, R., Bowles, S., Camerer, C., Fehr, E., Gintis, H., et al. (2005). ""Economic man"" in cross-cultural perspective: Behavioral experiments in 15 small-scale societies. Behavioral and Brain Sciences, 28(6), 795�815."
1052,herden_2019,Herden (2019),1,trunk_current_2020,"Herden, Tino T. 2019. Explaining the competitive advantage generated from analytics with the knowledge-based view: The example of logistics and supply chain management. Business Research. https://doi.org/10.1007/s40685-019-00104-x."
1053,hern_2017,Hern (2017),1,bigman_people_2018,"Hern, A. (2017). How social media filter bubbles and algorithms influence the election. Retrieved March 25, 2018, from < https://www.theguardian.com/technology/ Analytic Tradition, 82(3), 265�287. <http://www.pdcnet.org/oom/service?url_ver="
1054,herremans_2014,Herremans (2014),1,castelo_task-dependent_2019,"Herremans, Dorien, David Martens, and Kenneth So�rensen (2014), ""Dance Hit Song Prediction,"" Journal of New Music Research, 43 (3), 291�302."
1055,herring_1940,HERRING (1940),1,bartling_shifting_2012,"HERRING, P. (1940). Presidential Leadership (New York: Farrar & Rinehart)."
1056,herrmann_2008,Herrmann (2008),1,falk_morals_2013,"14. B. Herrmann, C. Th�ni, S. G�chter, Science 319, 1362 (2008). was a major issue in the American Civil War. 15. J. Haidt, S. Kesebir, Morality, in Handbook of Social Martin Luther's critique of the trade of indul- Psychology S. Fiske, D. Gilbert, G. Lindzey, Eds. (Wiley, gences, in which buyers an"
1057,hertwig_2001,Hertwig (2001),1,jauernig_people_2022,"Hertwig, R., & Ortmann, A. (2001). Experimental practices in economics: A methodological challenge"
1058,hertwig_2013,Hertwig (2013),1,burton_systematic_2020,"Hertwig, R., Hoffrage, U., & ABC Research Group (2013). Simple heuristics in a social world. New York, NY: Oxford University Press."
1059,hertwig_2016,Hertwig (2016),1,bonnefon_the_2024,"Hertwig R, Engel C. 2016. Homo ignorans: deliberately choosing not to know. Perspect. Psychol. Sci. 11(3):359� 72"
1060,hertwig_2017,Hertwig (2017),1,burton_systematic_2020,"Hertwig, R., & Gr�ne-Yanoff, T. (2017). Nudging and Boosting: Steering or"
1061,hertz_2016,Hertz (2016),1,bigman_people_2018,"Hertz, S. G., & Krettenauer, T. (2016). Does moral identity effectively predict moral be-"
1062,hevelke_2014,Hevelke (2014),1,gogoll_rage_2018,"Hevelke, A. and J. Nida-Ru�melin (2014). Responsibility for crashes of autonomous vehicles: an ethical analysis. Science and Engineering Ethics."
1063,hevelke_2015,Hevelke (2015),1,feier_hiding_2022,"Hevelke, A., & Nida-R�melin, J. (2015). Responsibility for crashes of autonomous vehicles: An ethical anal- ysis. Science and Engineering Ethics, 21(3), 619�630."
1064,hibbing_1981,Hibbing (1981),1,weaver_politics_1986,"Hibbing,John R., and Alford,John R. (1981) 'The Electoral Impact of Economic Conditions: Who Is Held Responsible?,' American Journal of Political Science, 25 (August) 423-439."
1065,hickey_2019,Hickey (2019),1,bogert_humans_2021,"8. Hickey, A. How Coffee Meets Bagel leverages data and AI for Love. CIODIVE (2019). https://w ww.c iodiv e.c om/n ews/c offee-m eets-"
1066,highhouse_2019,Highhouse (2019),1,newman_eliminating_2020,"Highhouse, S., Nye, C. D., & Zhang, D. C. (2019). Dark motives and elective use of brainteaser interview questions. Applied Psychology, 68, 311�340."
1067,hilbe_2011,Hilbe (2011),1,jolly_not_2025,"Hilbe, J. (2011). Negative binomial regression (Second). Cambridge University Press. machine stops"" to better understand rational assumptions in algo- rithmic decision making and its implications for organizations. Academy of Management Review, 45(1), 247�263. https://d oi.o rg/ 10.5465/amr.2018.018"
1068,hill_2020,Hill (2020),1,killoran_learn_2026,"3. K. Hill, Wrongfully accused by an algorithm. NY Times, 24 June 2020. https://www.nytimes.com/2020/06/24/technology/facial-recognition-arrest.html. Accessed 7 October 2025."
1069,himma_2009,Himma (2009),1,bigman_people_2018,"Himma, K. E. (2009). Artificial agency, consciousness, and the criteria for moral agency: What properties must an artificial agent have to be a moral agent? Ethics and Information Technology, 11(1), 19�29. https://doi.org/10.1007/s10676-008-9167-5."
1070,hinrichs_2012,Hinrichs (2012),1,jolly_not_2025,"Hinrichs, K. T., Wang, L., Hinrichs, A. T., & Romero, E. J. (2012). Moral disengagement through displacement of responsibility: The role of leadership beliefs. Journal of Applied Social Psychology, 42(1), 62�80. https://doi.org/10.1111/j.1559-1816.2011.00869.x"
1071,hinterleitner_2018,Hinterleitner (2018),1,argenton_potters_yang_2023,"Hinterleitner, M., 2018. Policy failures, blame games and changes to policy practice. J. Public Policy 38 (2), 221�242."
1072,hirschman_1970,Hirschman (1970),1,coffman_intermediation_2011,"Hirschman, Albert O. 1970. Exit, Voice, and Loyalty. Cambridge, MA: Harvard University Press."
1073,hirschman_1982,Hirschman (1982),1,falk_morals_2013,"38. A. Hirschman, J. Econ. Lit. 20, 1463 (1982). Figs. S1 and S2"
1074,ho_2005,Ho (2005),1,mahmud_what_2022,"Ho, G., Wheatley, D., Scialfa, C.T., 2005. Age differences in trust and reliance of a"
1075,hohenstein_2023,Hohenstein (2023),1,bonnefon_the_2024,"Hohenstein J, Kizilcec RF, DiFranzo D, Aghajari Z, Mieczkowski H, et al. 2023. Artificial intelligence in communication impacts language and social relationships. Sci. Rep. 13:5487"
1076,hokamp_2021,Hokamp (2021),1,qin_ai_2025,"Hokamp, N., & Pinto Dos Santos, D. (2021). Use and control of artificial intelligence in patients across the medical workflow: Single-center questionnaire study of patient perspectives. Journal of Medical Internet Research, 23(2), Article e24221. https://doi.org/10.2196/24221"
1077,holbrook_2024,Holbrook (2024),1,hueholt_trusting_2026,"Holbrook, C., Holman, D., Clingo, J., Wagner, A.R., 2024. Overtrust in AI recommendations about whether or not to kill: Evidence from two human-robot"
1078,hollander-blumoff_2017,Hollander-Blumoff (2017),1,tontrup_strategic_2025,"Hollander-Blumoff, R. (2017). Social value orientation and the law. William & Mary Law Review, 59(2), 475�539."
1079,holman_2016,Holman (2016),1,jolly_not_2025,"Holman, D., & Axtell, C. (2016). Can job redesign interventions influ- ence a broad range of employee outcomes by changing multiple job characteristics? A quasi-experimental study. Journal of Occu- pational Health Psychology, 21(3), 284. https://doi.org/10.1037/ a0039962"
1080,holmes_1995,Holmes (1995),1,hill_does_2015,"Holmes, Stephen (1995) Passions and Constraint. Chicago, IL: Univ. of Chicago Press."
1081,holmes_2023,Holmes (2023),1,jolly_not_2025,"Holmes, C. (2023). Royal Commission into the Robodebt Scheme."
1082,holzmeister_2023,Holzmeister (2023),1,ivanova_stenzel_delegating_2025,"Holzmeister, F., Holm�en, M., Kirchler, M., Stefan, M., and Wengstr�om, E. (2023). Delegation decisions in finance. Management Science, 69(8):4828�4844."
1083,hong_2007,Hong (2007),1,kormylo_till_2025,"Hong, K., and Bohnet, I. 2007. ""Status and Distrust: The Relevance of Inequality and Betrayal Aversion,"" Journal of Economic Psychology (28:2), pp. 197-213."
1084,hong_2009,Hong (2009),1,niszczota_robo-investors_2020,"8. Hong H, Kacperczyk M. The price of sin: The effects of social norms on markets. J Financ Econ. 2009; 93: 15�36. https://doi.org/10.1016/j.jfineco.2008.09.001"
1085,hong_2020,Hong (2020),1,bonnefon_the_2024,"Hong JW, Wang Y, Lanz P. 2020. Why is artificial intelligence blamed more? Analysis of faulting artifi- cial intelligence for self-driving car accidents in experimental settings. Int. J. Hum.�Comput. Interact. 36(18):1768�74"
1086,hood_2010,Hood (2010),1,argenton_potters_yang_2023,"Hood, C., 2010. The Blame Game. Spin, Bureaucracy, and Self-Preservation in Government. Princeton University Press, Princeton."
1087,hornsey_2018,Hornsey (2018),1,bigman_people_2018,"Hornsey, M. J., Harris, E. A., & Fielding, K. S. (2018). The psychological roots of anti- vaccination attitudes: A 24-nation investigation. Health Psychology, 37(4), 307�315. https://doi.org/10.1037/hea0000586."
1088,horowitz_2016,Horowitz (2016),1,bigman_people_2018,"Horowitz, M. (2016). The ethics and morality of robotic warfare: Assessing the debate over autonomous weapons. American Academy of Arts & Sciences Project on New Dilemmas in Ethics, Technology, & War for Special Issue of Daedalus, 145(4), 25�36. https://doi.org/10.1017/CBO9781107415324.004."
1089,horton_2011,Horton (2011),1,chen_otree_2016,"Horton, J.J., Rand, D.G., Zeckhauser, R.J., 2011. The online laboratory:"
1090,hosny_2019,Hosny (2019),1,qin_ai_2025,"Hosny, A., & Aerts, H. J. W. L. (2019). Artificial intelligence for global health. Science, 366(6468), 955�956. https://doi.org/10.1126/science.aay5189 the acceptance of computerized expert models. Journal of Educational Hosny, A., Parmar, C., Quackenbush, J., Schwartz, L. H., & Aerts, H. J. W. L. ("
1091,hou_2021,Hou (2021),1,chevrier_algorithm_2024,"Hou, Y. T.-Y. and Jung, M. F. (2021). Who is the expert? reconciling algorithm aversion and algorithm appreciation in ai-supported decision making. Proceedings of the ACM on Human-Computer Interaction, 5(CSCW2):1�25."
1092,hoyle_1995,Hoyle (1995),1,goldbach_geht_2019,"Hoyle, R. H. (1995). The structural equation modeling approach: Basic concepts and fundamental issues. In Structural equation modeling: Concepts, issues, and applications (pp. 1�15). Thousand Oaks, CA, US: Sage Publications Inc."
1093,hsee_2010,Hsee (2010),1,hill_does_2015,"Hsee, Christopher K., & Jiao Zhang (2010) ""General Evaluability Theory,"" 5(4) Perspectives on Psycho- logical Science 343."
1094,hsieh_2022,Hsieh (2022),1,bonnefon_the_2024,"Hsieh TY, Cross ES. 2022. People's dispositional cooperative tendencies towards robots are unaffected by robots' negative emotional displays in prisoner's dilemma games. Cogn. Emot. 36(5):995�1019"
1095,hu_1992,Hu (1992),1,mahmud_what_2022,"Hu, Y.H., 1992. The Quantization Effects of the CORDIC Algorithm. IEEE Trans. Signal"
1096,hu_2014,Hu (2014),1,logg_algorithm_2019,"Hu, E. (2014). Try This On For Size: Personal Styling That Comes In The Mail [Audio file]. Common Cents Lab (2017, August 18). Retrieved from http://advanced-hindsight.com/ commoncents-lab/. between joint and separate evaluations of alternatives. Organizational Behavior and"
1097,hua_2025,Hua Meng (2025),1,chen_AI_2026,"[75] Hua Meng, Xinyuan Lu, and Jiangling Xu. 2025. The Impact of Chatbot Response Strategies and Emojis Usage on Customers' Purchase Intention: The Mediat- ing Roles of Psychological Distance and Performance Expectancy. Behavioral Sciences 15, 2, Article 117 (2025), 22 pages. doi:10.3390/bs15020117"
1098,huang_2020,Huang (2020),1,mahmud_what_2022,"Huang, M.-.H., Rust, R.T., 2020. A strategic framework for artificial intelligence in"
1099,huber_1992,Huber (1992),1,burton_systematic_2020,"Huber, G. P. (1992). Response to Rao, et al: How to deal with cognitive"
1100,huber_2002,Huber (2002),1,hill_does_2015,"Huber, John D., & Charles R. Shipan (2002) Deliberate Discretion?: The Institutional Foundations of Bureaucratic Autonomy. Cambridge Univ. Press."
1101,huber_2012,Huber (2012),1,hill_does_2015,"Huber, Gregory A., Seth J. Hill, & Gabriel S. Lenz (2012) ""Sources of Bias in Retrospective Decision Making: Experimental Evidence on Voters' Limitations in Controlling Incumbents,"" 106(4) American Political Science Rev. 720."
1102,huck_2004,HUCK (2004),1,bartling_shifting_2012,"HUCK, S., M�LLER, W. and NORMANN, H. (2004). ""Strategic Delegation in Experimental Markets"", International"
1103,humphrey_2007,Humphrey (2007),1,jolly_not_2025,"Humphrey, S. E., Nahrgang, J. D., & Morgeson, F. P. (2007). Inte- grating motivational, social, and contextual work design features: A meta-analytic summary and theoretical extension of the work design literature. Journal of Applied Psychology, 92(5), 1332� 1356. https://doi.org/10.1037/0021-9010.92"
1104,hung_2007,Hung (2007),1,mahmud_what_2022,"Hung, S.Y., Ku, Y.C., Liang, T.P., Lee, C.J., 2007. Regret avoidance as a measure of DSS success: an exploratory study. Decis. Support Syst. 42, 2093�2106. https://doi.org/"
1105,hunt_2016,Hunt (2016),1,bigman_people_2018,"Hunt, E. (2016). Tay, Microsoft's AI chatbot, gets a crash course in racism from Twitter. Retrieved February 25, 2018, from < https://www.theguardian.com/technology/ 2016/mar/24/tay-microsofts-ai-chatbot-gets-a-crash-course-in-racism-from- twitter > ."
1106,hunter_2004,Hunter (2004),1,qin_ai_2025,"Hunter, J. E., & Schmidt, F. L. (2004). Methods of meta-analysis: Correcting error and bias in research findings. Sage Publications. https://doi.org/10 .4135/9781412985031 between the Implicit Association Test and intergroup behavior: A meta- *Ingrams, A., Kaufmann, W., & Jacobs, D. (2022). In AI we"
1107,huselid_1995,Huselid (1995),1,maasland_blame_2022,"Huselid, M. A. (1995). The impact of human resource management practices"
1108,hyndman_2008,Hyndman (2008),1,niszczota_robo-investors_2020,"45. Hyndman RJ, Khandakar Y. Automatic Time Series Forecasting: The forecast Package for R. Journal of Statistical Software. 2008; 27: 1�22. https://doi.org/10.18637/jss.v027.i03"
1109,idrees_2013,Idrees (2013),1,bogert_humans_2021,"31. Idrees, H., Saleemi, I., Seibert, C. & Shah, M. Multi-Source Multi-Scale Counting in Extremely Dense Crowd Images. In IEEE International Conference on Computer Vision and Pattern Recognition (2013)."
1110,iida_1992,Iida (1992),1,goldbach_geht_2019,"Iida, Y., Akiyama, T., & Uchida, T. (1992). Experimental analysis of dynamic route choice. Transportation Research Part B: Methodological, 26(I), 17�32. https:// doi.org/10.1016/0191-2615(92)90017-Q."
1111,imaizumi_2019,Imaizumi (2019),1,salatino_influence_2025,"20. Imaizumi, S. & Tanno, Y. Intentional binding coincides with explicit sense of agency. Conscious. Cogn. 67, 1�15 (2019)."
1112,imbens_1994,Imbens (1994),1,de_quidt_measuring_2018,"Imbens, Guido W., and Joshua D. Angrist. 1994. ""Identification and Estimation of Local Average Treatment Effects."" Econometrica 62 (2): 467�75."
1113,imbens_2004,Imbens (2004),1,de_quidt_measuring_2018,"Imbens, Guido W., and Charles F. Manski. 2004. ""Confidence Intervals for Partially Identified P arameters."" Econometrica 72 (6): 1845�57."
1114,inbar_2010,Inbar (2010),1,castelo_task-dependent_2019,"Inbar, Yoel, Jeremy Cone, and Thomas Gilovich (2010), ""People's Intuitions About Intuitive Insight and Intuitive Choice,"" Journal of Personality and Social Psychology, 99 (2), 232�47."
1115,inderst_2012,Inderst (2012),1,litterscheidt_financial_2020,"Inderst, R., & Ottaviani, M. (2012). Financial advice. Journal of Economic Literature, 50(2), 494-512."
1116,inderst_2017,Inderst (2017),1,kirchkamp_sharing_2019,"Inderst, R., Khalmetski, K., and Ockenfels, A. (2017). Sharing guilt: How be er access to information may back re. Working Paper Series in Economics 90, University of Cologne, Ko�ln."
1117,information_2019,Information (2019),1,trunk_current_2020,"Information, Communication and Society 22 (5): 648�663. https://doi.org/10.1080/1369118X.2019. 1568515."
1118,insel_2019,Insel (2019),1,jauernig_people_2022,"Insel, T. R. (2019). How Algorithms Could Bring Empathy Back to Medicine. Nature, 567(7747),"
1119,insko_1990,Insko (1990),1,kirchkamp_sharing_2019,"Insko, C. A., Schopler, J., Hoyle, R. H., Dardis, G. J., and Graetz, K. A. (1990). Individual-group discontinuity as a function of fear and greed. Journal of Personality and Social Psychology, 58(1):68�79."
